id,term,aliases,category,subcategory,priority,shortDefinition,postAnswerExplanation,tusPearl,differentialPoint,safeNestedTerms,occurrenceCount,sourceTextExamples
v399-biochemistry-oksidatif-faz,Oksidatif faz,"[""Oksidatif faz"", ""oxidative phase"", ""pentoz fosfat oksidatif faz""]",Tıbbi Biyokimya,Pentoz fosfat yolu,P1,Pentoz fosfat yolunun NADPH üreten geri dönüşsüz ilk bölümüdür.,"Oksidatif fazda glukoz-6-fosfat dehidrogenaz hız belirleyici basamaktır. NADPH üretimi, eritrosit antioksidan savunması ve yağ asidi/kolesterol sentezi için önemlidir.",Pentoz fosfat yolunda NADPH oksidatif fazda üretilir.,Nonoksidatif faz riboz şekerlerini glikoliz ara ürünlerine dönüştürür; NADPH üretimi oksidatif fazdadır.,"[""G6PD"", ""NADPH"", ""Glutatyon redüktaz"", ""Riboz-5-fosfat""]",19,"[{""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""[Medical Biochemistry Case v176-new-118-ilac-sonrasi-koyu-idrar-ve-sarilik] diagnosis.correct: Pentoz fosfat yolunun oksidatif fazında NADPH üretiminin azalması""}, {""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""[Medical Biochemistry Case v176-new-118-ilac-sonrasi-koyu-idrar-ve-sarilik] diagnosis.options[2]: Pentoz fosfat yolunun oksidatif fazında NADPH üretiminin azalması""}]"
v399-biochemistry-okside-glutatyon,Okside glutatyon,"[""Okside glutatyon"", ""GSSG"", ""oxidized glutathione""]",Tıbbi Biyokimya,Antioksidan sistem,P1,Oksidatif reaksiyon sonrası oluşan disülfit bağlı glutatyon formudur.,GSSG tekrar GSH’a indirgenmezse hücrenin antioksidan kapasitesi düşer. Bu dönüşüm glutatyon redüktaz ve NADPH gerektirir.,GSSG’nin GSH’a dönüşmesi için NADPH gerekir.,GSH peroksitleri azaltır; GSSG bu reaksiyondan sonra oluşan oksitlenmiş formdur.,"[""İndirgenmiş glutatyon"", ""Glutatyon redüktaz"", ""NADPH"", ""G6PD eksikliği""]",31,"[{""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""[Medical Biochemistry Case v176-new-118-ilac-sonrasi-koyu-idrar-ve-sarilik] diagnosis.answerFeedback.whyCorrect: Oksidatif tetikleyiciye bağlı hemoliz ve Heinz cisimcikleri ATP üretim kusurundan çok redoks savunma kusurunu gösterir. NADPH azalması, okside glutatyonun indirgenmiş forma döndürülememesine ve hemoglobin denatürasyonuna yol açar.""}, {""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""[Medical Biochemistry Case v186-new-238-bakla-sonrasi-sarilik-ve-koyu-idrar] diagnosis.answerFeedback.optionComparison.Glukoz-6-fosfat dehidrogenaz aktivitesinin azalması: Glukoz-6-fosfat dehidrogenaz pentoz fosfat yolunda NADPH üretir. NADPH azalınca okside glutatyon indirgenmiş forma çevrilemez; oksidatif ilaç veya bakla sonrası hemoglobin oksidasyonu, Heinz cisimcikleri, ısırık hücreleri ve akut hemoliz gelişir.""}]"
v399-biochemistry-organik-asidemi,Organik asidemi,"[""Organik asidemi"", ""organic acidemia"", ""organik asitüri""]",Tıbbi Biyokimya,Kalıtsal metabolizma hastalığı,P1,Organik asit metabolizması kusuruyla asidik metabolitlerin biriktiği kalıtsal metabolik bozukluk grubudur.,"Propiyonik, metilmalonik veya izovalerik asidemi gibi tablolar metabolik asidoz, ketozis, hiperamonyemi ve yenidoğan ensefalopatisiyle gelebilir. Ayırıcı tanı biriken metabolite göre yapılır.",Yenidoğanda metabolik asidoz + ketozis + beslenme bozukluğu organik asidemiyi düşündürür.,Üre döngüsü kusurları genellikle ağır hiperamonyemi ve respiratuvar alkalozla; organik asidemiler metabolik asidozla ayrılabilir.,"[""Metilmalonik asidemi"", ""Propiyonil-CoA karboksilaz"", ""Metabolik asidoz"", ""Hiperamonyemi""]",22,"[{""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""[Medical Biochemistry Case v176-new-117-yenidoganda-beslenme-bozulmasi-ve-ozel-idrar-kokusu] diagnosis.pearls[0].text: Yenidoğanda protein alımıyla kötüleşen letarji + tatlımsı idrar kokusu + alloizolösin/BCAA artışı, BCKDH kompleks eksikliğini organik asidemilerden ayıran yüksek verimli paterndir.""}, {""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""[Medical Biochemistry Case v176-new-117-yenidoganda-beslenme-bozulmasi-ve-ozel-idrar-kokusu] diagnosis.answerFeedback.examPearl: Yenidoğanda protein alımıyla kötüleşen letarji + tatlımsı idrar kokusu + alloizolösin/BCAA artışı, BCKDH kompleks eksikliğini organik asidemilerden ayıran yüksek verimli paterndir.""}]"
v399-biochemistry-ornitin,Ornitin,"[""Ornitin"", ""ornithine""]",Tıbbi Biyokimya,Üre döngüsü,P1,Üre döngüsünde karbamoil fosfatı alarak sitrülin oluşumunu başlatan taşıyıcı aminoasit benzeri ara üründür.,"Ornitin tüketilmez, döngü içinde yenilenir. OTC eksikliğinde ornitin ile karbamoil fosfat birleşemez ve karbamoil fosfat alternatif yola kaçar.",Ornitin üre döngüsünün döngüsel taşıyıcı iskeletidir.,Arginin üre oluşumuna yakın son basamaktır; ornitin döngünün yeniden başlayan formudur.,"[""OTC"", ""Sitrülin"", ""Arginin"", ""Üre döngüsü""]",125,"[{""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""[Medical Biochemistry Case v169-new-069-protein-alimi-sonrasi-ensefalopati] diagnosis.correct: Ornitin transkarbamilaz eksikliği""}, {""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""[Medical Biochemistry Case v169-new-069-protein-alimi-sonrasi-ensefalopati] diagnosis.options[3]: Ornitin transkarbamilaz eksikliği""}]"
v399-biochemistry-prpp-sentetaz,PRPP sentetaz,"[""PRPP sentetaz"", ""PRPP synthetase"", ""fosforibozil pirofosfat sentetaz""]",Tıbbi Biyokimya,Nükleotid metabolizması,P1,Riboz-5-fosfattan PRPP oluşturan pürin/pirimidin sentezi başlangıç enzimi­dir.,PRPP nükleotid sentezinde aktive riboz donörüdür. Fazla aktivite pürin sentezini artırıp hiperürisemiye katkı sağlayabilir.,PRPP artışı pürin sentezini ve ürik asit üretimini artırabilir.,HGPRT kaybı salvage yolunu bozar; PRPP artışı de novo sentezi iter.,"[""PRPP"", ""Riboz-5-fosfat"", ""Purin sentezi"", ""Hiperürisemi""]",0,"[{""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""Terim, taranan Tıbbi Biyokimya olgu/hap kart konusunun mekanizma veya safeNested açıklama ihtiyacından türetildi; exact cümle eşleşmesi bulunmadı.""}]"
v399-biochemistry-plazmalojen,Plazmalojen,"[""Plazmalojen"", ""plasmalogen""]",Tıbbi Biyokimya,Peroksizom / membran lipidi,P1,Özellikle miyelin ve hücre membranlarında bulunan eter fosfolipid tipidir.,Plazmalojen sentezinin erken basamakları peroksizomla ilişkilidir. Peroksizomal biyogenez kusurlarında miyelin ve nörolojik gelişim etkilenebilir.,Peroksizom sadece yağ asidi yıkımı değil plazmalojen sentezi için de önemlidir.,Sfingomiyelin lizozomal depo hastalıklarıyla; plazmalojen peroksizomal biyogenezle ilişkilidir.,"[""Peroksizom"", ""Zellweger sendromu"", ""Miyelin"", ""Eter fosfolipid""]",1,"[{""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""[Medical Biochemistry Hap Card Override tus-pearl-medical-biochemistry-230-spot] explanation: Peroksizomlar çok uzun zincirli yağ asitlerinin kısaltılması, plazmalojen sentezi ve bazı oksidatif reaksiyonlar için gereklidir. Zellweger spektrumunda peroksizom oluşumu bozulur; VLCFA birikimi, nörolojik bulgular ve karaciğer etkilenimi gelişir.""}, {""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""[Medical Biochemistry Hap Card Override tus-pearl-medical-biochemistry-230-spot] explanation: Peroksizomlar çok uzun zincirli yağ asitlerinin kısaltılması, plazmalojen sentezi ve bazı oksidatif reaksiyonlar için gereklidir. Zellweger spektrumunda peroksizom oluşumu bozulur; VLCFA birikimi, nörolojik bulgular ve karaciğer etkilenimi gelişir.""}]"
v399-biochemistry-propiyonil-coa-karboksilaz,Propiyonil-CoA karboksilaz,"[""Propiyonil-CoA karboksilaz"", ""propionyl-CoA carboxylase""]",Tıbbi Biyokimya,Organik asit metabolizması,P1,Propiyonil-CoA’yı metilmalonil-CoA’ya çeviren biotin bağımlı karboksilazdır.,Tek zincirli yağ asitleri ve bazı aminoasitlerin yıkımında propiyonil-CoA bu basamaktan geçer. Kusurunda organik asidemi ve metabolik asidoz gelişebilir.,Propiyonil-CoA karboksilaz biotin bağımlıdır.,Metilmalonil-CoA mutaz B12 bağımlıdır; propiyonil-CoA karboksilaz biotin bağımlıdır.,"[""Biotin"", ""Metilmalonil-CoA mutaz"", ""Organik asidemi"", ""Propiyonil-CoA""]",3,"[{""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""[Medical Biochemistry Hap Card Override tus-pearl-medical-biochemistry-229-extra] explanation: Pirüvat karboksilaz, asetil-CoA karboksilaz, propiyonil-CoA karboksilaz ve metilkrotonil-CoA karboksilaz biotin kullanır. Bu nedenle biotin yetersizliğinde glukoneogenez, yağ asidi sentezi ve bazı aminoasit/tek zincirli yağ asidi katabolizması birlikte etkilenebilir.""}, {""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""[Medical Biochemistry Hap Card Override tus-pearl-medical-biochemistry-229-extra] differentialNote: B12, metilmalonil-CoA mutaz kofaktörüdür; propiyonil-CoA karboksilaz ise biotin bağımlıdır.""}]"
v399-biochemistry-proton-gradyenti,Proton gradyenti,"[""Proton gradyenti"", ""proton motive force"", ""H+ gradyenti""]",Tıbbi Biyokimya,Mitokondriyal enerji metabolizması,P1,Mitokondri iç membranı boyunca proton yoğunluğu ve elektrik potansiyeli farkıdır.,Elektron taşıma zinciri protonları membranlar arası aralığa pompalar. Proton gradyenti geri akarken ATP sentaz ATP üretir; ayrıştırıcılar bu gradyenti boşa harcar.,"Oksidatif fosforilasyonda enerji önce proton gradyentine, sonra ATP’ye çevrilir.",Substrat düzeyinde fosforilasyon doğrudan ATP üretir; oksidatif fosforilasyon proton gradyenti kullanır.,"[""Elektron taşıma zinciri"", ""ATP sentaz"", ""Oksidatif fosforilasyon"", ""Ayrıştırıcı protein""]",0,"[{""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""Terim, taranan Tıbbi Biyokimya olgu/hap kart konusunun mekanizma veya safeNested açıklama ihtiyacından türetildi; exact cümle eşleşmesi bulunmadı.""}]"
v399-biochemistry-reduktan-madde-testi,Redüktan madde testi,"[""Redüktan madde testi"", ""urine reducing substances"", ""idrar redüktan madde testi""]",Tıbbi Biyokimya,Laboratuvar / karbonhidrat,P1,İdrarda glukoz dışı indirgen şekerlerin varlığını düşündüren tarama testidir.,Galaktozemi veya fruktoz metabolizma bozukluklarında idrarda indirgen şeker saptanabilir. Glukoz spesifik test negatifken redüktan madde pozitifliği ayırıcı tanıda değerlidir.,Süt sonrası hastalanan bebekte redüktan madde pozitifliği galaktozemi lehine ipucudur.,Glukoz oksidaz testi glukoza özgüdür; redüktan madde testi farklı indirgen şekerleri de yakalayabilir.,"[""Galaktozemi"", ""Galaktoz-1-fosfat"", ""Fruktoz intoleransı"", ""İdrar şekeri""]",0,"[{""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""Terim, taranan Tıbbi Biyokimya olgu/hap kart konusunun mekanizma veya safeNested açıklama ihtiyacından türetildi; exact cümle eşleşmesi bulunmadı.""}]"
v399-biochemistry-riboz-5-fosfat,Riboz-5-fosfat,"[""Riboz-5-fosfat"", ""ribose-5-phosphate"", ""R5P""]",Tıbbi Biyokimya,Nükleotid metabolizması,P1,Nükleotid sentezi için kullanılan beş karbonlu şeker fosfattır.,Pentoz fosfat yolu riboz-5-fosfat sağlayarak DNA/RNA nükleotidlerinin şeker iskeletini oluşturur. Hızlı bölünen hücrelerde nükleotid sentezi için önemlidir.,NADPH antioksidan/indirgeme gücüdür; riboz-5-fosfat nükleotid sentezine gider.,Riboz-5-fosfat şeker iskeletidir; PRPP ise nükleotid sentezinde aktive riboz formudur.,"[""Pentoz fosfat yolu"", ""PRPP"", ""Purin sentezi"", ""Pirimidin sentezi""]",0,"[{""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""Terim, taranan Tıbbi Biyokimya olgu/hap kart konusunun mekanizma veya safeNested açıklama ihtiyacından türetildi; exact cümle eşleşmesi bulunmadı.""}]"
v399-biochemistry-sitrik-asit-dongusu,Sitrik asit döngüsü,"[""Sitrik asit döngüsü"", ""TCA döngüsü"", ""Krebs döngüsü"", ""citric acid cycle""]",Tıbbi Biyokimya,Enerji metabolizması,P1,"Asetil-CoA’nın oksidasyonu ile NADH, FADH₂ ve GTP üreten mitokondriyal enerji döngüsüdür.",Sitrik asit döngüsü doğrudan çok ATP üretmez; asıl değerini elektron taşıma zincirine NADH/FADH₂ sağlayarak gösterir. Ara ürünleri aminoasit ve glukoneogenez metabolizmasıyla da bağlantılıdır.,TCA döngüsü NADH/FADH₂ üretir; ATP’nin çoğu oksidatif fosforilasyonda oluşur.,Glikoliz sitozoldedir; TCA döngüsü mitokondri matriksinde yürür.,"[""Asetil-CoA"", ""NADH"", ""FADH2"", ""Oksidatif fosforilasyon""]",52,"[{""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""[Medical Biochemistry Case v173-new-088-norolojik-bulgular-ve-laktik-asidoz] diagnosis.answerFeedback.optionComparison.Pirüvat dehidrogenaz kompleks aktivitesinin azalması: PDH kompleksi glikolizden gelen pirüvatı mitokondride asetil-KoA’ya dönüştürerek TCA döngüsüne bağlar. Aktivite azalınca pirüvat laktat ve alanine kayar; karbonhidrat yüküyle laktik asidoz ve nörolojik enerji yetersizliği belirginleşir.""}, {""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""[Medical Biochemistry Case v173-new-088-norolojik-bulgular-ve-laktik-asidoz] diagnosis.optionComparison.Pirüvat dehidrogenaz kompleks aktivitesinin azalması: PDH kompleksi glikolizden gelen pirüvatı mitokondride asetil-KoA’ya dönüştürerek TCA döngüsüne bağlar. Aktivite azalınca pirüvat laktat ve alanine kayar; karbonhidrat yüküyle laktik asidoz ve nörolojik enerji yetersizliği belirginleşir.""}]"
v399-biochemistry-sitrulin,Sitrülin,"[""Sitrülin"", ""citrulline""]",Tıbbi Biyokimya,Üre döngüsü,P1,Ornitin ile karbamoil fosfattan oluşan ve üre döngüsünde sitozole taşınan ara metabolittir.,OTC basamağı sitrülin oluşturur; sonraki basamaklarda aspartat azotu eklenerek argininosüksinat oluşur. Üre döngüsü lokalizasyon sorularında sitrülin mitokondriden sitozole geçiş noktasıdır.,Sitrülin üre döngüsünde mitokondriden sitozole çıkan ara üründür.,Ornitin karbamoil fosfatla birleşir; sitrülin sitozolde aspartatla devam eder.,"[""Ornitin"", ""Karbamoil fosfat"", ""Argininosüksinat"", ""Üre döngüsü""]",461,"[{""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""[Medical Biochemistry Case v169-new-069-protein-alimi-sonrasi-ensefalopati] learningTarget: Yenidoğanda protein alımıyla belirginleşen hiperammonemide orotik asit ve sitrülin paternini kullanarak OTC eksikliğini tanıma.""}, {""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""[Medical Biochemistry Case v169-new-069-protein-alimi-sonrasi-ensefalopati] investigations[1].summary: Orotik asit yüksekliği ve sitrülin düşüklüğü, üre döngüsünde erken mitokondriyal basamaklardan sonra pirimidin sentezine kaçış olduğunu gösteren ayırıcı metabolit paternidir.""}]"
v399-biochemistry-timidilat-sentaz,Timidilat sentaz,"[""Timidilat sentaz"", ""thymidylate synthase"", ""dUMP dTMP dönüşümü""]",Tıbbi Biyokimya,Nükleotid metabolizması,P1,dUMP’yi dTMP’ye çevirerek DNA sentezi için timidin oluşturan enzimdir.,Timidilat sentezi folat bağımlı tek karbon transferi gerektirir. Folat eksikliğinde DNA sentezi aksar ve megaloblastik değişiklikler gelişir.,Folat eksikliği DNA sentezini timidilat sentezi üzerinden bozar.,RNA sentezi folata daha az bağımlı olabilir; DNA sentezinde dTMP üretimi kritik basamaktır.,"[""Tetrahidrofolat"", ""Folat"", ""dUMP"", ""dTMP""]",0,"[{""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""Terim, taranan Tıbbi Biyokimya olgu/hap kart konusunun mekanizma veya safeNested açıklama ihtiyacından türetildi; exact cümle eşleşmesi bulunmadı.""}]"
v399-biochemistry-tirozin-goreli-esansiyel,Tirozin göreli esansiyel,"[""Tirozin göreli esansiyel"", ""tirozin relatif esansiyel"", ""tyrosine becomes essential""]",Tıbbi Biyokimya,Aminoasit metabolizması,P1,Fenilalaninden yeterli tirozin üretilemediğinde tirozin dışarıdan alınması gereken hale gelir.,Fenilalanin hidroksilaz kusurunda fenilalanin tirozin üretimine yeterince giremez. Bu nedenle PKU’da fenilalanin kısıtlanırken tirozin desteği gerekebilir.,"PKU’da fenilalanin kısıtlanır, tirozin göreli esansiyel hale gelir.",Tirozinemi tirozin yıkım kusurudur; PKU tirozin üretim azalmasıdır.,"[""Fenilalanin hidroksilaz"", ""Fenilketonüri"", ""Fenilalanin kısıtlaması"", ""Tirozin""]",6,"[{""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""[Medical Biochemistry Hap Card Override tus-pearl-medical-biochemistry-016-spot] explanation: Fenilalanin hidroksilaz, fenilalanini tirozine çevirir ve tetrahidrobiopterin (BH4) kofaktörünü kullanır. Enzim eksikliğinde fenilalanin ve fenilketonlar birikir, tirozin göreli esansiyel hale gelir; tedavide fenilalanin kısıtlanır ve tirozin desteği verilebilir.""}, {""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""[Medical Biochemistry Hap Card Override tus-pearl-medical-biochemistry-016-extra] back: Fenilalanin kısıtlanır; tirozin göreli esansiyel hale gelir.""}]"
v399-biochemistry-transsulfurasyon-yolu,Transsülfürasyon yolu,"[""Transsülfürasyon yolu"", ""transsulfuration pathway"", ""homosistein-sistein yolu""]",Tıbbi Biyokimya,Aminoasit metabolizması,P1,Homosisteinin sistatiyonin üzerinden sisteine dönüştüğü metabolik yoldur.,"Bu yol B6 bağımlıdır ve homosistein yükünü azaltır. CBS kusurunda yol tıkanır, homosistein artar ve damar/endotel etkileri belirginleşir.",Transsülfürasyon homosisteini sisteine yönlendirir; CBS bu yolun temel basamağıdır.,Remetilasyon homosisteini metiyonine döndürür; transsülfürasyon sisteine götürür.,"[""Sistatiyonin beta-sentaz"", ""Homosistein"", ""Sistein"", ""Piridoksal fosfat""]",34,"[{""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""[Medical Biochemistry Case v168-new-054-tromboz-egilimi-olan-ergen] investigations[0].summary: Total homosistein ve metiyoninin birlikte yükselmesi, homosisteinin remetilasyondan çok transsülfürasyon yoluna girişinde sorun olduğunu düşündüren ayırıcı bir amino asit paternidir.""}, {""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""[Medical Biochemistry Case v168-new-054-tromboz-egilimi-olan-ergen] investigations[0].clinicalMeaning: Total homosistein ve metiyoninin birlikte yükselmesi, homosisteinin remetilasyondan çok transsülfürasyon yoluna girişinde sorun olduğunu düşündüren ayırıcı bir amino asit paternidir.""}]"
v399-biochemistry-tropokollajen,Tropokollajen,"[""Tropokollajen"", ""tropocollagen""]",Tıbbi Biyokimya,Bağ dokusu biyokimyası,P1,Kollajen fibrillerinin temel üçlü heliks öncül birimidir.,"Tropokollajen oluşumu hidroksilasyon, glikozilasyon, üçlü heliks formasyonu ve ekstrasellüler çapraz bağlanma adımlarını içerir. Bu basamaklar C vitamini, bakır ve kollajen gen kusurlarıyla ilişkili soruların temelidir.","Kollajen biyosentezi önce hücre içinde üçlü heliks, sonra dışarıda çapraz bağlanma şeklinde düşünülür.",Prokollajen hücreden salgılanan öncül formdur; tropokollajen fibril yapısına katılan birimdir.,"[""Tip I kollajen"", ""Hidroksiprolin"", ""Lizil oksidaz"", ""Vitamin C""]",0,"[{""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""Terim, taranan Tıbbi Biyokimya olgu/hap kart konusunun mekanizma veya safeNested açıklama ihtiyacından türetildi; exact cümle eşleşmesi bulunmadı.""}]"
v399-biochemistry-udp-galaktoz,UDP-galaktoz,"[""UDP-galaktoz"", ""UDP galactose"", ""uridin difosfat galaktoz""]",Tıbbi Biyokimya,Galaktoz metabolizması,P1,Galaktoz metabolizmasında GALT sonrası oluşan aktive galaktoz formudur.,Galaktozun glukoz metabolizmasına bağlanması UDP-şeker dönüşümleriyle olur. GALT kusurunda bu akış bozulduğu için galaktoz-1-fosfat birikir.,GALT galaktoz-1-fosfatı UDP-glukozla ilişkilendirerek UDP-galaktoz oluşumuna götürür.,Galaktoz-1-fosfat birikimi hastalık yapar; UDP-galaktoz normal metabolik akışın ürünüdür.,"[""GALT eksikliği"", ""Galaktoz-1-fosfat"", ""UDP-glukoz"", ""Klasik galaktozemi""]",13,"[{""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""[Medical Biochemistry Case v175-new-106-sutle-beslenme-sonrasi-yenidogan-sariligi] diagnosis.options[3]: UDP-galaktoz 4-epimeraz eksikliği""}, {""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""[Medical Biochemistry Case v175-new-106-sutle-beslenme-sonrasi-yenidogan-sariligi] diagnosis.answerFeedback.optionComparison.UDP-galaktoz 4-epimeraz eksikliği: UDP-galaktoz 4-epimeraz eksikliği galaktoz metabolizmasının daha distal ve değişken fenotipli bir kusurudur. Bu soruda galaktoz-1-fosfat birikimi ve yenidoğan hepatik tablo klasik GALT basamağını daha doğrudan destekler.""}]"
v399-biochemistry-udp-glukoz,UDP-glukoz,"[""UDP-glukoz"", ""UDP glucose"", ""uridin difosfat glukoz""]",Tıbbi Biyokimya,Karbonhidrat metabolizması,P1,Glikojen sentezi ve bazı konjugasyon reaksiyonlarında kullanılan aktive glukoz formudur.,Glikojen sentezinde glukoz birimleri doğrudan serbest glukozdan değil UDP-glukoz üzerinden eklenir. Bu yapı glikojenez mantığını anlamada temel ara metabolittir.,Glikojen sentezinde aktif glukoz taşıyıcısı UDP-glukozdur.,UDP-galaktoz galaktoz metabolizmasında; UDP-glukoz glikojen sentezinde öne çıkar.,"[""Glikojenez"", ""Glikojen sentaz"", ""UDP-galaktoz"", ""Glukoz-1-fosfat""]",4,"[{""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""[Medical Biochemistry Case v175-new-106-sutle-beslenme-sonrasi-yenidogan-sariligi] diagnosis.answerFeedback.optionComparison.Galaktoz-1-fosfat üridiltransferaz (GALT) eksikliği: GALT, galaktoz-1-fosfat ile UDP-glukozdan UDP-galaktoz ve glukoz-1-fosfat oluşmasını sağlar. Eksiklikte galaktoz-1-fosfat birikir; laktoz alımı sonrası kusma, kilo alamama, konjuge hiperbilirubinemi, hepatik disfonksiyon ve indirgen madde pozitifliği aynı biyokimyasal zincirle açıklanır.""}, {""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""[Medical Biochemistry Case v175-new-106-sutle-beslenme-sonrasi-yenidogan-sariligi] diagnosis.optionComparison.Galactose-1-phosphate uridyltransferase (GALT) eksikliği: GALT, galaktoz-1-fosfatı UDP-glukozla reaksiyona sokarak UDP-galaktoz ve glukoz-1-fosfat oluşturur. Eksiklikte galaktoz-1-fosfat birikir; sütle beslenme sonrası kusma, sarılık, hepatoselüler hasar, indirgen madde pozitifliği ve E. coli sepsis riski görülebilir.""}]"
v399-biochemistry-urik-asit-uretimi,Ürik asit üretimi,"[""Ürik asit üretimi"", ""uric acid production"", ""pürin yıkımı sonucu ürik asit""]",Tıbbi Biyokimya,Pürin metabolizması,P1,Pürin bazlarının yıkımı sonucunda oluşan son ürik asit oluşum sürecidir.,Pürin yıkımı artarsa veya salvage yol bozulursa ürik asit yükü artabilir. Lesch-Nyhan ve bazı tümör lizis durumları bu mantıkla yorumlanır.,Pürin yıkımı son ürün olarak ürik aside gider.,Ürik asit üretimi artışı ile ürik asit atılım azalması klinik olarak ayrılmalıdır.,"[""Ksantin oksidaz"", ""HGPRT"", ""PRPP"", ""Hiperürisemi""]",90,"[{""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""[Medical Biochemistry Case v172-new-076-hiperurisemi-ve-davranissal-bulgular] investigations[0].summary: Ürik asit üretiminin serum ve idrar düzeyinde artması, pürin bazlarının geri kazanılamayıp yıkıma ve de novo sentez artışına kaydığını düşündürür.""}, {""sourceFilePath"": ""src/data/cases.js / src/data/tusPearlCards.js / src/data/tusPearlMedicalBiochemistryFirst74Overrides.js"", ""text"": ""[Medical Biochemistry Case v172-new-076-hiperurisemi-ve-davranissal-bulgular] investigations[0].clinicalMeaning: Ürik asit üretiminin serum ve idrar düzeyinde artması, pürin bazlarının geri kazanılamayıp yıkıma ve de novo sentez artışına kaydığını düşündürür.""}]"
